taxonID,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,scientificName,kingdom
0,Lycopodiaceae,Huperzia,selago,subsp.,selago,(L.) Bernh. ex Schrank & Mart.,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,Plantae
1,Lycopodiaceae,Lycopodium,clavatum,,,L.,Lycopodium clavatum L.,Plantae
2,Lycopodiaceae,Lycopodiella,inundata,,,(L.) Holub,Lycopodiella inundata (L.) Holub,Plantae
3,Isoetaceae,Isoetes,histrix,,,Bory,Isoetes histrix Bory,Plantae
4,Isoetaceae,Isoetes,longissimum,,,Bory,Isoetes longissimum Bory,Plantae
5,Equisetaceae,Equisetum,hyemale,,,L.,Equisetum hyemale L.,Plantae
6,Equisetaceae,Equisetum,ramosissimum,,,Desf.,Equisetum ramosissimum Desf.,Plantae
7,Equisetaceae,Equisetum,telmateia,,,Ehrh.,Equisetum telmateia Ehrh.,Plantae
8,Equisetaceae,Equisetum,arvense,,,L.,Equisetum arvense L.,Plantae
9,Equisetaceae,Equisetum,palustre,,,L.,Equisetum palustre L.,Plantae
10,Botrychiaceae,Botrychium,lunaria,,,(L.) Sw.,Botrychium lunaria (L.) Sw.,Plantae
11,Ophioglossaceae,Ophioglossum,lusitanicum,,,L.,Ophioglossum lusitanicum L.,Plantae
12,Ophioglossaceae,Ophioglossum,vulgatum,,,L.,Ophioglossum vulgatum L.,Plantae
13,Osmundaceae,Osmunda,regalis,,,L.,Osmunda regalis L.,Plantae
14,Polypodiaceae,Polypodium,cambricum,subsp.,cambricum,L.,Polypodium cambricum L. subsp. cambricum,Plantae
15,Polypodiaceae,Polypodium,interjectum,,,Shivas,Polypodium interjectum Shivas,Plantae
16,Polypodiaceae,Polypodium,vulgare,,,L.,Polypodium vulgare L.,Plantae
17,Sinopteridaceae,Cheilanthes,guanchica,,,Bolle,Cheilanthes guanchica Bolle,Plantae
18,Sinopteridaceae,Cheilanthes,acrosticha,,,(Balb.) Tod.,Cheilanthes acrosticha (Balb.) Tod.,Plantae
19,Sinopteridaceae,Cheilanthes,tinaei,,,Tod.,Cheilanthes tinaei Tod.,Plantae
20,Sinopteridaceae,Cheilanthes,hispanica,,,Mett.,Cheilanthes hispanica Mett.,Plantae
21,Sinopteridaceae,Cheilanthes,pulchella,,,Bory ex Willd.,Cheilanthes pulchella Bory ex Willd.,Plantae
22,Sinopteridaceae,Notholaena,marantae,subsp.,marantae,(L.) Desv.,Notholaena marantae (L.) Desv. subsp. marantae,Plantae
23,Cryptogrammaceae,Cryptogramma,crispa,,,(L.) R. Br. ex Hook.,Cryptogramma crispa (L.) R. Br. ex Hook.,Plantae
24,Pteridaceae,Pteris,cretica,,,L.,Pteris cretica L.,Plantae
25,Adiantaceae,Adiantum,capillus-veneris,,,L.,Adiantum capillus-veneris L.,Plantae
26,Hemionitidaceae,Anogramma,leptophylla,,,(L.) Link,Anogramma leptophylla (L.) Link,Plantae
27,Marsileaceae,Pilularia,globulifera,,,L.,Pilularia globulifera L.,Plantae
28,Hymenophyllaceae,Hymenophyllum,tunbrigense,,,(L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Plantae
29,Hymenophyllaceae,Vandenboschia,speciosa,,,(Willd.) G. Kunkel,Vandenboschia speciosa (Willd.) G. Kunkel,Plantae
30,Hymenophyllaceae,Culcita,macrocarpa,,,C. Presl,Culcita macrocarpa C. Presl,Plantae
31,Hypolepidaceae,Pteridium,aquilinum,subsp.,aquilinum,(L.) Kuhn,Pteridium aquilinum (L.) Kuhn subsp. aquilinum,Plantae
32,Thelypteridaceae,Lastrea,limbosperma,,,(All.) Holub & Pouzar,Lastrea limbosperma (All.) Holub & Pouzar,Plantae
33,Thelypteridaceae,Thelypteris,palustris,,,Schott,Thelypteris palustris Schott,Plantae
34,Aspleniaceae,Asplenium,marinum,,,L.,Asplenium marinum L.,Plantae
35,Aspleniaceae,Asplenium,trichomanes,,,L.,Asplenium trichomanes L.,Plantae
36,Aspleniaceae,Asplenium,trichomanes,subsp.,trichomanes,L.,Asplenium trichomanes L. subsp. trichomanes,Plantae
37,Aspleniaceae,Asplenium,trichomanes,subsp.,quadrivalens, D.E. Mey.,Asplenium trichomanes subsp. quadrivalens D.E. Mey.,Plantae
38,Aspleniaceae,Asplenium,billotii,,,F.W. Schultz,Asplenium billotii F.W. Schultz,Plantae
39,Aspleniaceae,Asplenium,onopteris,,,L.,Asplenium onopteris L.,Plantae
40,Aspleniaceae,Asplenium,adiantum-nigrum,,,L.,Asplenium adiantum-nigrum L.,Plantae
41,Aspleniaceae,Asplenium,adiantum-nigrum,var.,adiantum-nigrum,L.,Asplenium adiantum-nigrum L. var. adiantum-nigrum,Plantae
42,Aspleniaceae,Asplenium,adiantum-nigrum,var.,corunnense, H. Christ,Asplenium adiantum-nigrum var. corunnense H. Christ,Plantae
43,Aspleniaceae,Asplenium,septentrionale,subsp.,septentrionale,(L.) Hoffm.,Asplenium septentrionale (L.) Hoffm. subsp. septentrionale,Plantae
44,Aspleniaceae,Asplenium,ruta-muraria,subsp.,ruta-muraria,L.,Asplenium ruta-muraria L. subsp. ruta-muraria,Plantae
45,Aspleniaceae,Phyllitis,scolopendrium,subsp.,scolopendrium,(L.) Newman,Phyllitis scolopendrium (L.) Newman subsp. scolopendrium,Plantae
46,Aspleniaceae,Ceterach,officinarum,subsp.,officinarum,Willd.,Ceterach officinarum Willd. subsp. officinarum,Plantae
47,Athyriaceae,Cystopteris,fragilis,,,(L.) Bernh.,Cystopteris fragilis (L.) Bernh.,Plantae
48,Athyriaceae,Cystopteris,fragilis,subsp.,fragilis,(L.) Bernh.,Cystopteris fragilis (L.) Bernh. subsp. fragilis,Plantae
49,Athyriaceae,Cystopteris,dickieana,,,R. Sim,Cystopteris dickieana R. Sim,Plantae
50,Athyriaceae,Cystopteris,viridula,,,(Desv.) Desv.,Cystopteris viridula (Desv.) Desv.,Plantae
51,Athyriaceae,Gymnocarpium,dryopteris,,,(L.) Newman,Gymnocarpium dryopteris (L.) Newman,Plantae
52,Athyriaceae,Athyrium,filix-femina,,,(L.) Roth,Athyrium filix-femina (L.) Roth,Plantae
53,Aspidiaceae,Dryopteris,filix-mas,,,(L.) Schott,Dryopteris filix-mas (L.) Schott,Plantae
54,Aspidiaceae,Dryopteris,affinis,,,(Lowe) Fraser-Jenk.,Dryopteris affinis (Lowe) Fraser-Jenk.,Plantae
55,Aspidiaceae,Dryopteris,affinis,subsp.,affinis,(Lowe) Fraser-Jenk.,Dryopteris affinis (Lowe) Fraser-Jenk. subsp. affinis,Plantae
56,Aspidiaceae,Dryopteris,affinis,subsp.,borreri, (Newman) Fraser-Jenk.,Dryopteris affinis subsp. borreri (Newman) Fraser-Jenk.,Plantae
57,Aspidiaceae,Dryopteris,affinis,var.,borreri,(Newman) Fraser-Jenk.,Dryopteris affinis (Newman) Fraser-Jenk. var. borreri,Plantae
58,Aspidiaceae,Dryopteris,affinis,subsp.,stilluppensis, (Sabr.) Fraser-Jenk.,Dryopteris affinis subsp. stilluppensis (Sabr.) Fraser-Jenk.,Plantae
59,Aspidiaceae,Dryopteris,oreades,,,Fomin,Dryopteris oreades Fomin,Plantae
60,Aspidiaceae,Dryopteris,carthusiana,,,(Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,Plantae
61,Aspidiaceae,Dryopteris,expansa,,,(C. Presl) Fraser-Jenk. & Jermy,Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy,Plantae
62,Aspidiaceae,Dryopteris,dilatata,,,(Hoffm.) A. Gray,Dryopteris dilatata (Hoffm.) A. Gray,Plantae
63,Aspidiaceae,Dryopteris,guanchica,,,Gibby & Jermy,Dryopteris guanchica Gibby & Jermy,Plantae
64,Aspidiaceae,Dryopteris,aemula,,,(Aiton) Kuntze,Dryopteris aemula (Aiton) Kuntze,Plantae
65,Aspidiaceae,Polystichum,lonchitis,,,(L.) Roth,Polystichum lonchitis (L.) Roth,Plantae
66,Aspidiaceae,Polystichum,setiferum,,,(Forssk.) Woyn.,Polystichum setiferum (Forssk.) Woyn.,Plantae
67,Aspidiaceae,Polystichum,aculeatum,,,(L.) Roth,Polystichum aculeatum (L.) Roth,Plantae
68,Davalliaceae,Davallia,canariensis,,,(L.) Sm.,Davallia canariensis (L.) Sm.,Plantae
69,Blechnaceae,Blechnum,spicant,subsp.,spicant,(L.) Roth,Blechnum spicant (L.) Roth subsp. spicant,Plantae
70,Blechnaceae,Blechnum,spicant,var.,spicant,(L.) Roth,Blechnum spicant (L.) Roth var. spicant,Plantae
71,Blechnaceae,Blechnum,spicant,var.,homophyllum, Merino ex H. Christ,Blechnum spicant var. homophyllum Merino ex H. Christ,Plantae
72,Blechnaceae,Woodwardia,radicans,,,(L.) Sm.,Woodwardia radicans (L.) Sm.,Plantae
73,Pinaceae,Pinus,pinaster,,,Aiton,Pinus pinaster Aiton,Plantae
74,Pinaceae,Pinus,nigra,subsp.,salzmannii, (Dunal) Franco,Pinus nigra subsp. salzmannii (Dunal) Franco,Plantae
75,Pinaceae,Pinus,sylvestris,,,L.,Pinus sylvestris L.,Plantae
76,Pinaceae,Pinus,pinea,,,L.,Pinus pinea L.,Plantae
77,Pinaceae,Pinus,radiata,,,D. Don,Pinus radiata D. Don,Plantae
78,Cupressaceae,Juniperus,communis,,,L.,Juniperus communis L.,Plantae
79,Cupressaceae,Juniperus,communis,subsp.,alpina, (Suter) Čelak.,Juniperus communis subsp. alpina (Suter) Čelak.,Plantae
80,Taxaceae,Taxus,baccata,,,L.,Taxus baccata L.,Plantae
81,Lauraceae,Laurus,nobilis,,,L.,Laurus nobilis L.,Plantae
82,Aristolochiaceae,Aristolochia,paucinervis,,,Pomel,Aristolochia paucinervis Pomel,Plantae
83,Ceratophyllaceae,Ceratophyllum,demersum,,,L.,Ceratophyllum demersum L.,Plantae
84,Nymphaeaceae,Nymphaea,alba,,,L.,Nymphaea alba L.,Plantae
85,Ranunculaceae,Helleborus,viridis,subsp.,occidentalis, (Reut.) Schiffn.,Helleborus viridis subsp. occidentalis (Reut.) Schiffn.,Plantae
86,Ranunculaceae,Helleborus,foetidus,,,L.,Helleborus foetidus L.,Plantae
87,Ranunculaceae,Trollius,europaeus,,,L.,Trollius europaeus L.,Plantae
88,Ranunculaceae,Actaea,spicata,,,L.,Actaea spicata L.,Plantae
89,Ranunculaceae,Caltha,palustris,,,L.,Caltha palustris L.,Plantae
90,Ranunculaceae,Aconitum,vulparia,subsp.,neapolitanum, (Ten.) Muñoz Garm.,Aconitum vulparia subsp. neapolitanum (Ten.) Muñoz Garm.,Plantae
91,Ranunculaceae,Delphinium,halteratum,,,Sm.,Delphinium halteratum Sm.,Plantae
92,Ranunculaceae,Delphinium,halteratum,subsp.,verdunense, (Balb.) Graebn. & P. Graebn.,Delphinium halteratum subsp. verdunense (Balb.) Graebn. & P. Graebn.,Plantae
93,Ranunculaceae,Consolida,ajacis,,,(L.) Schur,Consolida ajacis (L.) Schur,Plantae
94,Ranunculaceae,Anemone,trifolia,subsp.,albida, (Mariz) Ulbr.,Anemone trifolia subsp. albida (Mariz) Ulbr.,Plantae
95,Ranunculaceae,Anemone,nemorosa,,,L.,Anemone nemorosa L.,Plantae
96,Ranunculaceae,Pulsatilla,alpina,,,(L.) Delarbre,Pulsatilla alpina (L.) Delarbre,Plantae
97,Ranunculaceae,Pulsatilla,alpina,subsp.,apiifolia, (Scop.) Nyman,Pulsatilla alpina subsp. apiifolia (Scop.) Nyman,Plantae
98,Ranunculaceae,Clematis,vitalba,,,L.,Clematis vitalba L.,Plantae
99,Ranunculaceae,Ranunculus,hederaceus,,,L.,Ranunculus hederaceus L.,Plantae
100,Ranunculaceae,Ranunculus,omiophyllus,,,Ten.,Ranunculus omiophyllus Ten.,Plantae
101,Ranunculaceae,Ranunculus,tripartitus,,,DC.,Ranunculus tripartitus DC.,Plantae
102,Ranunculaceae,Ranunculus,ololeucos,,,J. Lloyd,Ranunculus ololeucos J. Lloyd,Plantae
103,Ranunculaceae,Ranunculus,ololeucos,var.,ololeucos,J. Lloyd,Ranunculus ololeucos J. Lloyd var. ololeucos,Plantae
104,Ranunculaceae,Ranunculus,ololeucos,var.,pubescens, C.D.K. Cook,Ranunculus ololeucos var. pubescens C.D.K. Cook,Plantae
105,Ranunculaceae,Ranunculus,peltatus,,,Schrank,Ranunculus peltatus Schrank,Plantae
106,Ranunculaceae,Ranunculus,peltatus,subsp.,peltatus,Schrank,Ranunculus peltatus Schrank subsp. peltatus,Plantae
107,Ranunculaceae,Ranunculus,peltatus,var.,peltatus,Schrank,Ranunculus peltatus Schrank var. peltatus,Plantae
108,Ranunculaceae,Ranunculus,peltatus,var.,microcarpus, Meikle,Ranunculus peltatus var. microcarpus Meikle,Plantae
109,Ranunculaceae,Ranunculus,peltatus,subsp.,baudotii, (Godr.) C.D.K. Cook,Ranunculus peltatus subsp. baudotii (Godr.) C.D.K. Cook,Plantae
110,Ranunculaceae,Ranunculus,peltatus,subsp.,saniculifolius, (Viv.) C.D.K. Cook,Ranunculus peltatus subsp. saniculifolius (Viv.) C.D.K. Cook,Plantae
111,Ranunculaceae,Ranunculus,aquatilis,,,L.,Ranunculus aquatilis L.,Plantae
112,Ranunculaceae,Ranunculus,trichophyllus,,,Chaix,Ranunculus trichophyllus Chaix,Plantae
113,Ranunculaceae,Ranunculus,trichophyllus,subsp.,trichophyllus,Chaix,Ranunculus trichophyllus Chaix subsp. trichophyllus,Plantae
114,Ranunculaceae,Ranunculus,penicillatus,,,(Dumort.) Bab.,Ranunculus penicillatus (Dumort.) Bab.,Plantae
115,Ranunculaceae,Ranunculus,penicillatus,var.,penicillatus,(Dumort.) Bab.,Ranunculus penicillatus (Dumort.) Bab. var. penicillatus,Plantae
116,Ranunculaceae,Ranunculus,penicillatus,var.,calcareus, (Butcher) C.D.K. Cook,Ranunculus penicillatus var. calcareus (Butcher) C.D.K. Cook,Plantae
117,Ranunculaceae,Ranunculus,ficaria,,,L.,Ranunculus ficaria L.,Plantae
118,Ranunculaceae,Ranunculus,ficaria,subsp.,ficaria,L.,Ranunculus ficaria L. subsp. ficaria,Plantae
119,Ranunculaceae,Ranunculus,muricatus,,,L.,Ranunculus muricatus L.,Plantae
120,Ranunculaceae,Ranunculus,arvensis,,,L.,Ranunculus arvensis L.,Plantae
121,Ranunculaceae,Ranunculus,flammula,,,L.,Ranunculus flammula L.,Plantae
122,Ranunculaceae,Ranunculus,ophioglossifolius,,,Vill.,Ranunculus ophioglossifolius Vill.,Plantae
123,Ranunculaceae,Ranunculus,longipes,,,Lange ex Cutanda,Ranunculus longipes Lange ex Cutanda,Plantae
124,Ranunculaceae,Ranunculus,bupleuroides,,,Brot.,Ranunculus bupleuroides Brot.,Plantae
125,Ranunculaceae,Ranunculus,abnormis,,,Cutanda & Willk.,Ranunculus abnormis Cutanda & Willk.,Plantae
126,Ranunculaceae,Ranunculus,gramineus,,,L.,Ranunculus gramineus L.,Plantae
127,Ranunculaceae,Ranunculus,amplexicaulis,,,L.,Ranunculus amplexicaulis L.,Plantae
128,Ranunculaceae,Ranunculus,platanifolius,,,L.,Ranunculus platanifolius L.,Plantae
129,Ranunculaceae,Ranunculus,repens,,,L.,Ranunculus repens L.,Plantae
130,Ranunculaceae,Ranunculus,repens,var.,petiolatus, Merino,Ranunculus repens var. petiolatus Merino,Plantae
131,Ranunculaceae,Ranunculus,acris,subsp.,despectus, M. Laínz,Ranunculus acris subsp. despectus M. Laínz,Plantae
132,Ranunculaceae,Ranunculus,tuberosus,,,Lapeyr.,Ranunculus tuberosus Lapeyr.,Plantae
133,Ranunculaceae,Ranunculus,serpens,,,Schrank,Ranunculus serpens Schrank,Plantae
134,Ranunculaceae,Ranunculus,bulbosus,,,L.,Ranunculus bulbosus L.,Plantae
135,Ranunculaceae,Ranunculus,bulbosus,subsp.,bulbosus,L.,Ranunculus bulbosus L. subsp. bulbosus,Plantae
136,Ranunculaceae,Ranunculus,bulbosus,var.,hispanicus, Freyn,Ranunculus bulbosus var. hispanicus Freyn,Plantae
137,Ranunculaceae,Ranunculus,bulbosus,var.,maritimus, Lange,Ranunculus bulbosus var. maritimus Lange,Plantae
138,Ranunculaceae,Ranunculus,bulbosus,subsp.,castellanus, (Boiss. & Reut. ex Freyn) P.W. Ball & Heywood,Ranunculus bulbosus subsp. castellanus (Boiss. & Reut. ex Freyn) P.W. Ball & Heywood,Plantae
139,Ranunculaceae,Ranunculus,bulbosus,subsp.,aleae, (Willk.) Rouy & Foucaud,Ranunculus bulbosus subsp. aleae (Willk.) Rouy & Foucaud,Plantae
140,Ranunculaceae,Ranunculus,bulbosus,var.,aleae, (Willk.) Rouy & Foucaud,Ranunculus bulbosus var. aleae (Willk.) Rouy & Foucaud,Plantae
141,Ranunculaceae,Ranunculus,bulbosus,var.,adscendens, (Brot.) P. Silva,Ranunculus bulbosus var. adscendens (Brot.) P. Silva,Plantae
142,Ranunculaceae,Ranunculus,bulbosus,var.,gallaecicus, (Freyn ex Willk.) G. López,Ranunculus bulbosus var. gallaecicus (Freyn ex Willk.) G. López,Plantae
143,Ranunculaceae,Ranunculus,parviflorus,,,L.,Ranunculus parviflorus L.,Plantae
144,Ranunculaceae,Ranunculus,trilobus,,,Desf.,Ranunculus trilobus Desf.,Plantae
145,Ranunculaceae,Ranunculus,paludosus,,,Poir.,Ranunculus paludosus Poir.,Plantae
146,Ranunculaceae,Ranunculus,ollissiponensis,,,Pers.,Ranunculus ollissiponensis Pers.,Plantae
147,Ranunculaceae,Ranunculus,ollissiponensis,subsp.,ollissiponensis,Pers.,Ranunculus ollissiponensis Pers. subsp. ollissiponensis,Plantae
148,Ranunculaceae,Ranunculus,nigrescens,,,Freyn,Ranunculus nigrescens Freyn,Plantae
149,Ranunculaceae,Myosurus,minimus,,,L.,Myosurus minimus L.,Plantae
150,Ranunculaceae,Aquilegia,vulgaris,,,L.,Aquilegia vulgaris L.,Plantae
151,Ranunculaceae,Aquilegia,vulgaris,subsp.,vulgaris,L.,Aquilegia vulgaris L. subsp. vulgaris,Plantae
152,Ranunculaceae,Aquilegia,vulgaris,subsp.,dichroa, (Freyn) T.E. Díaz,Aquilegia vulgaris subsp. dichroa (Freyn) T.E. Díaz,Plantae
153,Ranunculaceae,Thalictrum,minus,,,L.,Thalictrum minus L.,Plantae
154,Ranunculaceae,Thalictrum,minus,subsp.,minus,L.,Thalictrum minus L. subsp. minus,Plantae
155,Ranunculaceae,Thalictrum,speciosissimum,,,L.,Thalictrum speciosissimum L.,Plantae
156,Berberidaceae,Berberis,vulgaris,,,L.,Berberis vulgaris L.,Plantae
157,Berberidaceae,Berberis,vulgaris,subsp.,vulgaris,L.,Berberis vulgaris L. subsp. vulgaris,Plantae
158,Papaveraceae,Papaver,somniferum,,,L.,Papaver somniferum L.,Plantae
159,Papaveraceae,Papaver,somniferum,subsp.,somniferum,L.,Papaver somniferum L. subsp. somniferum,Plantae
160,Papaveraceae,Papaver,rhoeas,,,L.,Papaver rhoeas L.,Plantae
161,Papaveraceae,Papaver,dubium,,,L.,Papaver dubium L.,Plantae
162,Papaveraceae,Papaver,pinnatifidum,,,Moris,Papaver pinnatifidum Moris,Plantae
163,Papaveraceae,Papaver,argemone,,,L.,Papaver argemone L.,Plantae
164,Papaveraceae,Papaver,hybridum,,,L.,Papaver hybridum L.,Plantae
165,Papaveraceae,Meconopsis,cambrica,,,(L.) Vig.,Meconopsis cambrica (L.) Vig.,Plantae
166,Papaveraceae,Roemeria,hybrida,,,(L.) DC.,Roemeria hybrida (L.) DC.,Plantae
167,Papaveraceae,Glaucium,flavum,,,Crantz,Glaucium flavum Crantz,Plantae
168,Papaveraceae,Chelidonium,majus,,,L.,Chelidonium majus L.,Plantae
169,Papaveraceae,Eschscholzia,californica,,,Cham.,Eschscholzia californica Cham.,Plantae
170,Papaveraceae,Corydalis,cava,subsp.,cava,(L.) Schweigg. & Körte,Corydalis cava (L.) Schweigg. & Körte subsp. cava,Plantae
171,Papaveraceae,Ceratocapnos,claviculata,,,(L.) Lidén,Ceratocapnos claviculata (L.) Lidén,Plantae
172,Papaveraceae,Platycapnos,spicata,,,(L.) Bernh.,Platycapnos spicata (L.) Bernh.,Plantae
173,Papaveraceae,Fumaria,agraria,,,Lag.,Fumaria agraria Lag.,Plantae
174,Papaveraceae,Fumaria,capreolata,,,L.,Fumaria capreolata L.,Plantae
175,Papaveraceae,Fumaria,bastardii,,,Boreau,Fumaria bastardii Boreau,Plantae
176,Papaveraceae,Fumaria,reuteri,,,Boiss.,Fumaria reuteri Boiss.,Plantae
177,Papaveraceae,Fumaria,muralis,,,Sond. ex W.D.J. Koch,Fumaria muralis Sond. ex W.D.J. Koch,Plantae
178,Papaveraceae,Fumaria,officinalis,,,L.,Fumaria officinalis L.,Plantae
179,Papaveraceae,Fumaria,officinalis,subsp.,officinalis,L.,Fumaria officinalis L. subsp. officinalis,Plantae
180,Papaveraceae,Fumaria,densiflora,,,DC.,Fumaria densiflora DC.,Plantae
181,Platanaceae,Platanus,hispanica,,,Mill. ex Münchh.,Platanus hispanica Mill. ex Münchh.,Plantae
182,Myricaceae,Myrica,gale,,,L.,Myrica gale L.,Plantae
183,Fagaceae,Fagus,sylvatica,,,L.,Fagus sylvatica L.,Plantae
184,Fagaceae,Castanea,sativa,,,Mill.,Castanea sativa Mill.,Plantae
185,Fagaceae,Castanea,crenata,,,Siebold & Zucc.,Castanea crenata Siebold & Zucc.,Plantae
186,Fagaceae,Quercus,ilex,,,L.,Quercus ilex L.,Plantae
187,Fagaceae,Quercus,ilex,subsp.,ballota, (Desf.) Samp.,Quercus ilex subsp. ballota (Desf.) Samp.,Plantae
188,Fagaceae,Quercus,suber,,,L.,Quercus suber L.,Plantae
189,Fagaceae,Quercus,petraea,subsp.,petraea,(Matt.) Liebl.,Quercus petraea (Matt.) Liebl. subsp. petraea,Plantae
190,Fagaceae,Quercus,petraea,,,(Matt.) Liebl.,Quercus petraea (Matt.) Liebl.,Plantae
191,Fagaceae,Quercus,robur,,,L.,Quercus robur L.,Plantae
192,Fagaceae,Quercus,pyrenaica,,,Willd.,Quercus pyrenaica Willd.,Plantae
193,Fagaceae,Quercus,faginea,,,Lam.,Quercus faginea Lam.,Plantae
194,Fagaceae,Quercus,faginea,subsp.,faginea,Lam.,Quercus faginea Lam. subsp. faginea,Plantae
195,Fagaceae,Quercus,lusitanica,,,Lam.,Quercus lusitanica Lam.,Plantae
196,Fagaceae,Quercus,rubra,,,L.,Quercus rubra L.,Plantae
197,Betulaceae,Betula,alba,,,L.,Betula alba L.,Plantae
198,Betulaceae,Betula,alba,var.,alba,L.,Betula alba L. var. alba,Plantae
199,Betulaceae,Alnus,glutinosa,,,(L.) Gaertn.,Alnus glutinosa (L.) Gaertn.,Plantae
200,Betulaceae,Alnus,cordata,,,(Loisel.) Duby,Alnus cordata (Loisel.) Duby,Plantae
201,Betulaceae,Corylus,avellana,,,L.,Corylus avellana L.,Plantae
202,Phytolaccaceae,Phytolacca,americana,,,L.,Phytolacca americana L.,Plantae
203,Nyctaginaceae,Mirabilis,jalapa,,,L.,Mirabilis jalapa L.,Plantae
204,Cactaceae,Opuntia,vulgaris,,,Mill.,Opuntia vulgaris Mill.,Plantae
205,Aizoaceae,Tetragonia,tetragonoides,,,(Pall.) Kuntze,Tetragonia tetragonoides (Pall.) Kuntze,Plantae
206,Aizoaceae,Mesembryanthemum,nodiflorum,,,L.,Mesembryanthemum nodiflorum L.,Plantae
207,Aizoaceae,Carpobrotus,edulis,,,(L.) N.E. Br.,Carpobrotus edulis (L.) N.E. Br.,Plantae
208,Aizoaceae,Disphyma,crassifolium,,,(L.) L. Bolus,Disphyma crassifolium (L.) L. Bolus,Plantae
209,Caryophyllaceae,Corrigiola,litoralis,,,L.,Corrigiola litoralis L.,Plantae
210,Caryophyllaceae,Corrigiola,litoralis,subsp.,litoralis,L.,Corrigiola litoralis L. subsp. litoralis,Plantae
211,Caryophyllaceae,Corrigiola,telephiifolia,,,Pourr.,Corrigiola telephiifolia Pourr.,Plantae
212,Caryophyllaceae,Paronychia,polygonifolia,,,(Vill.) DC.,Paronychia polygonifolia (Vill.) DC.,Plantae
213,Caryophyllaceae,Paronychia,polygonifolia,var.,velucensis, Boiss.,Paronychia polygonifolia var. velucensis Boiss.,Plantae
214,Caryophyllaceae,Paronychia,argentea,,,Lam.,Paronychia argentea Lam.,Plantae
215,Caryophyllaceae,Paronychia,argentea,var.,argentea,Lam.,Paronychia argentea Lam. var. argentea,Plantae
216,Caryophyllaceae,Herniaria,glabra,,,L.,Herniaria glabra L.,Plantae
217,Caryophyllaceae,Herniaria,glabra,var.,setulosa, Beck. Fl. Nieder-Österreich: 347 (1890),Herniaria glabra var. setulosa Beck. Fl. Nieder-Österreich: 347 (1890),Plantae
218,Caryophyllaceae,Herniaria,glabra,var.,glabra,L.,Herniaria glabra L. var. glabra,Plantae
219,Caryophyllaceae,Herniaria,ciliolata,subsp.,robusta, Chaudhri,Herniaria ciliolata subsp. robusta Chaudhri,Plantae
220,Caryophyllaceae,Herniaria,lusitanica,,,Chaudhri,Herniaria lusitanica Chaudhri,Plantae
221,Caryophyllaceae,Herniaria,lusitanica,subsp.,lusitanica,Chaudhri,Herniaria lusitanica Chaudhri subsp. lusitanica,Plantae
222,Caryophyllaceae,Herniaria,scabrida,,,Boiss.,Herniaria scabrida Boiss.,Plantae
223,Caryophyllaceae,Herniaria,scabrida,subsp.,scabrida,Boiss.,Herniaria scabrida Boiss. subsp. scabrida,Plantae
224,Caryophyllaceae,Herniaria,scabrida,var.,glabrescens, Boiss.,Herniaria scabrida var. glabrescens Boiss.,Plantae
225,Caryophyllaceae,Herniaria,scabrida,var.,scabrida,Boiss.,Herniaria scabrida Boiss. var. scabrida,Plantae
226,Caryophyllaceae,Herniaria,latifolia,,,Lapeyr.,Herniaria latifolia Lapeyr.,Plantae
227,Caryophyllaceae,Chaetonychia,cymosa,,,(L.) Sweet,Chaetonychia cymosa (L.) Sweet,Plantae
228,Caryophyllaceae,Illecebrum,verticillatum,,,L.,Illecebrum verticillatum L.,Plantae
229,Caryophyllaceae,Scleranthus,perennis,,,L.,Scleranthus perennis L.,Plantae
230,Caryophyllaceae,Scleranthus,uncinatus,,,Schur,Scleranthus uncinatus Schur,Plantae
231,Caryophyllaceae,Scleranthus,annuus,,,L.,Scleranthus annuus L.,Plantae
232,Caryophyllaceae,Scleranthus,polycarpos,,,L.,Scleranthus polycarpos L.,Plantae
233,Caryophyllaceae,Scleranthus,delortii,,,Gren.,Scleranthus delortii Gren.,Plantae
234,Caryophyllaceae,Spergula,arvensis,,,L.,Spergula arvensis L.,Plantae
235,Caryophyllaceae,Spergula,viscosa,,,Lag.,Spergula viscosa Lag.,Plantae
236,Caryophyllaceae,Spergula,viscosa,subsp.,pourretii, M. Laínz,Spergula viscosa subsp. pourretii M. Laínz,Plantae
237,Caryophyllaceae,Spergula,morisonii,,,Boreau,Spergula morisonii Boreau,Plantae
238,Caryophyllaceae,Spergula,pentandra,,,L.,Spergula pentandra L.,Plantae
239,Caryophyllaceae,Spergularia,rupicola,,,Lebel ex Le Jol.,Spergularia rupicola Lebel ex Le Jol.,Plantae
240,Caryophyllaceae,Spergularia,australis,,,(Samp.) Prain,Spergularia australis (Samp.) Prain,Plantae
241,Caryophyllaceae,Spergularia,media,,,(L.) C. Presl,Spergularia media (L.) C. Presl,Plantae
242,Caryophyllaceae,Spergularia,marina,,,(L.) Besser,Spergularia marina (L.) Besser,Plantae
243,Caryophyllaceae,Spergularia,segetalis,,,(L.) G. Don,Spergularia segetalis (L.) G. Don,Plantae
